Timestamp,Open,High,Low,Close,Volume
2025-01-03 04:00:00-05:00,219.36,219.9,219.36,219.9,17
2025-01-03 04:05:00-05:00,220.38,220.38,219.94,220.04,55
2025-01-03 04:10:00-05:00,220.05,220.05,220.05,220.05,5
2025-01-03 04:15:00-05:00,220.06,220.06,220.06,220.06,20
2025-01-03 04:20:00-05:00,220.3,220.49,220.3,220.49,252
2025-01-03 04:25:00-05:00,220.5,220.89,220.49,220.7,29
2025-01-03 04:40:00-05:00,220.7,220.78,220.67,220.67,18
2025-01-03 04:45:00-05:00,220.51,220.51,220.39,220.45,659
2025-01-03 04:50:00-05:00,220.45,220.45,220.45,220.45,16
2025-01-03 04:55:00-05:00,220.45,220.45,220.2,220.44,78
2025-01-03 05:00:00-05:00,220.33,220.39,220.33,220.39,3
2025-01-03 05:05:00-05:00,220.36,220.38,220.36,220.38,2
2025-01-03 05:10:00-05:00,220.39,220.39,220.39,220.39,1
2025-01-03 05:15:00-05:00,220.38,220.4,220.38,220.4,35
2025-01-03 05:20:00-05:00,220.44,220.45,220.44,220.45,42
2025-01-03 05:30:00-05:00,220.44,220.44,220.44,220.44,3
2025-01-03 05:35:00-05:00,220.43,220.44,220.43,220.44,2
2025-01-03 05:40:00-05:00,220.44,220.44,220.44,220.44,129
2025-01-03 05:45:00-05:00,220.43,220.43,220.43,220.43,1
2025-01-03 05:50:00-05:00,220.43,220.43,220.34,220.34,18
2025-01-03 05:55:00-05:00,220.4,220.44,220.4,220.44,364
2025-01-03 06:05:00-05:00,220.42,220.42,220.33,220.33,11
2025-01-03 06:10:00-05:00,220.4,220.4,219.94,219.95,573
2025-01-03 06:15:00-05:00,220.1,220.4,220.1,220.1,56
2025-01-03 06:20:00-05:00,220.1,220.1,220.01,220.1,3
2025-01-03 06:30:00-05:00,220.3,220.3,220.3,220.3,1
2025-01-03 06:35:00-05:00,220.1,220.39,220.1,220.11,89
2025-01-03 06:40:00-05:00,220.4,220.4,220.4,220.4,1
2025-01-03 06:45:00-05:00,220.12,220.13,220.12,220.13,3
2025-01-03 06:55:00-05:00,220.12,220.12,220.12,220.12,1
2025-01-03 07:00:00-05:00,220.14,220.2,220.11,220.2,139
2025-01-03 07:05:00-05:00,220.28,220.28,220.1,220.27,11
2025-01-03 07:10:00-05:00,220.26,220.26,219.9,220.0,638
2025-01-03 07:15:00-05:00,220.0,220.01,219.98,220.01,977
2025-01-03 07:20:00-05:00,219.71,219.71,219.71,219.71,2
2025-01-03 07:25:00-05:00,220.03,220.03,220.0,220.0,13
2025-01-03 07:30:00-05:00,220.24,220.24,220.1,220.11,25
2025-01-03 07:35:00-05:00,220.23,220.23,219.99,219.99,2
2025-01-03 07:40:00-05:00,220.23,220.23,220.22,220.22,3
2025-01-03 07:45:00-05:00,220.21,220.21,220.21,220.21,2
2025-01-03 07:50:00-05:00,220.2,220.2,220.18,220.18,20
2025-01-03 07:55:00-05:00,220.18,220.18,220.18,220.18,18
2025-01-03 08:00:00-05:00,220.27,220.4688,218.86,220.18,2555
2025-01-03 08:05:00-05:00,220.0,220.33,220.0,220.32,76
2025-01-03 08:15:00-05:00,220.01,220.676,220.01,220.4,70
2025-01-03 08:20:00-05:00,220.2,220.4,219.9,219.9,25
2025-01-03 08:25:00-05:00,220.305,220.65,220.305,220.37,20
2025-01-03 08:30:00-05:00,220.4,220.65,219.94,220.65,1013353
2025-01-03 08:35:00-05:00,220.56,220.71,220.49,220.55,385
2025-01-03 08:40:00-05:00,220.74,221.0,220.6,220.65,26
2025-01-03 08:45:00-05:00,220.63,221.0,220.63,221.0,237
2025-01-03 08:50:00-05:00,220.36,220.72,220.36,220.53,20
2025-01-03 08:55:00-05:00,220.63,220.86,220.63,220.86,305
2025-01-03 09:00:00-05:00,220.86,221.0,220.86,220.86,36
2025-01-03 09:05:00-05:00,220.86,221.0,220.44,220.85,16
2025-01-03 09:10:00-05:00,220.85,220.85,220.41,220.51,6
2025-01-03 09:15:00-05:00,220.85,221.01,220.51,221.01,25
2025-01-03 09:20:00-05:00,220.71,221.01,220.71,221.0,12
2025-01-03 09:25:00-05:00,221.0,221.0,220.71,220.71,11
2025-01-03 09:30:00-05:00,220.55,222.16,220.55,222.13,86361
2025-01-03 09:35:00-05:00,222.11,223.18,222.11,223.18,44879
2025-01-03 09:40:00-05:00,223.23,223.49,223.08,223.2,46454
2025-01-03 09:45:00-05:00,223.12,223.135,221.775,221.985,36736
2025-01-03 09:50:00-05:00,222.11,222.52,221.77,222.425,18452
2025-01-03 09:55:00-05:00,222.4266,222.58,222.0901,222.26,27915
2025-01-03 10:00:00-05:00,222.34,222.95,222.2,222.796,34334
2025-01-03 10:05:00-05:00,222.935,223.1499,222.82,222.988,23488
2025-01-03 10:10:00-05:00,223.035,223.09,222.555,222.556,20513
2025-01-03 10:15:00-05:00,222.82,222.86,222.03,222.03,23345
2025-01-03 10:20:00-05:00,222.1075,222.508,221.82,222.3301,16101
2025-01-03 10:25:00-05:00,222.5483,222.75,222.44,222.66,11775
2025-01-03 10:30:00-05:00,222.56,223.03,222.34,223.0,21823
2025-01-03 10:35:00-05:00,223.06,223.3818,222.92,223.25,26983
2025-01-03 10:40:00-05:00,223.1794,223.425,223.13,223.25,16445
2025-01-03 10:45:00-05:00,223.26,223.52,223.12,223.484,17725
2025-01-03 10:50:00-05:00,223.58,223.58,223.13,223.33,20602
2025-01-03 10:55:00-05:00,223.45,223.66,223.21,223.4914,30031
2025-01-03 11:00:00-05:00,223.45,223.64,223.39,223.48,17116
2025-01-03 11:05:00-05:00,223.46,223.47,222.93,223.08,19323
2025-01-03 11:10:00-05:00,223.19,223.2476,222.8292,223.01,17264
2025-01-03 11:15:00-05:00,223.028,223.04,222.43,222.43,22055
2025-01-03 11:20:00-05:00,222.47,222.545,222.0601,222.14,25483
2025-01-03 11:25:00-05:00,222.14,222.385,222.096,222.315,17419
2025-01-03 11:30:00-05:00,222.22,222.5,222.08,222.28,28159
2025-01-03 11:35:00-05:00,222.5,222.5,222.07,222.08,26460
2025-01-03 11:40:00-05:00,222.18,222.333,222.09,222.09,18472
2025-01-03 11:45:00-05:00,222.09,222.25,221.9901,222.25,14173
2025-01-03 11:50:00-05:00,222.25,222.35,222.11,222.265,20107
2025-01-03 11:55:00-05:00,222.265,222.35,221.73,221.73,33824
2025-01-03 12:00:00-05:00,221.83,222.0,221.61,221.735,24852
2025-01-03 12:05:00-05:00,221.67,222.03,221.66,221.82,12963
2025-01-03 12:10:00-05:00,221.72,222.04,221.72,221.895,41786
2025-01-03 12:15:00-05:00,221.895,222.145,221.6723,221.8018,19821
2025-01-03 12:20:00-05:00,221.8537,222.11,221.6694,221.85,26610
2025-01-03 12:25:00-05:00,221.905,222.1264,221.56,221.56,19732
2025-01-03 12:30:00-05:00,221.67,221.7799,221.56,221.6679,13814
2025-01-03 12:35:00-05:00,221.69,221.83,221.61,221.61,14856
2025-01-03 12:40:00-05:00,221.68,221.705,221.505,221.59,14858
2025-01-03 12:45:00-05:00,221.54,221.6399,221.24,221.41,21141
2025-01-03 12:50:00-05:00,221.41,221.57,221.34,221.57,21498
2025-01-03 12:55:00-05:00,221.615,221.65,221.4,221.5536,20814
2025-01-03 13:00:00-05:00,221.43,221.479,221.08,221.21,29821
2025-01-03 13:05:00-05:00,221.2496,221.4155,221.085,221.085,20213
2025-01-03 13:10:00-05:00,221.06,221.28,221.06,221.19,11920
2025-01-03 13:15:00-05:00,221.19,221.685,221.04,221.685,23883
2025-01-03 13:20:00-05:00,221.785,221.84,221.5816,221.5816,11459
2025-01-03 13:25:00-05:00,221.64,221.8549,221.635,221.8549,12455
2025-01-03 13:30:00-05:00,221.83,222.02,221.82,221.83,8975
2025-01-03 13:35:00-05:00,222.01,222.24,221.9,222.215,16081
2025-01-03 13:40:00-05:00,222.12,222.1899,221.93,221.93,12809
2025-01-03 13:45:00-05:00,221.995,222.13,221.97,222.05,11936
2025-01-03 13:50:00-05:00,222.01,222.01,221.87,221.9313,13732
2025-01-03 13:55:00-05:00,221.985,222.1027,221.94,222.04,21030
2025-01-03 14:00:00-05:00,222.04,222.21,221.9,222.04,18907
2025-01-03 14:05:00-05:00,221.97,222.1,221.9,222.0,11582
2025-01-03 14:10:00-05:00,221.955,222.14,221.8598,222.0735,24214
2025-01-03 14:15:00-05:00,222.075,222.22,222.0201,222.1829,11020
2025-01-03 14:20:00-05:00,222.07,222.2,221.985,222.0,14117
2025-01-03 14:25:00-05:00,222.037,222.26,221.98,222.225,12667
2025-01-03 14:30:00-05:00,222.23,222.3799,222.17,222.17,13315
2025-01-03 14:35:00-05:00,222.2,222.2399,222.05,222.085,9291
2025-01-03 14:40:00-05:00,222.02,222.2012,221.9863,222.04,15403
2025-01-03 14:45:00-05:00,222.07,222.2226,222.07,222.16,8179
2025-01-03 14:50:00-05:00,222.1839,222.37,222.1839,222.305,13463
2025-01-03 14:55:00-05:00,222.3612,222.5,222.2418,222.4,44735
2025-01-03 15:00:00-05:00,222.36,222.39,221.948,221.995,20514
2025-01-03 15:05:00-05:00,221.975,222.3005,221.975,222.19,12102
2025-01-03 15:10:00-05:00,222.175,222.38,222.1448,222.285,18340
2025-01-03 15:15:00-05:00,222.21,222.29,222.14,222.18,11140
2025-01-03 15:20:00-05:00,222.18,222.2399,222.05,222.13,13603
2025-01-03 15:25:00-05:00,222.13,222.2674,221.951,222.16,22548
2025-01-03 15:30:00-05:00,222.15,222.209,221.9,221.981,22017
2025-01-03 15:35:00-05:00,221.9713,222.1106,221.97,222.05,16156
2025-01-03 15:40:00-05:00,222.03,222.1325,221.98,222.06,21256
2025-01-03 15:45:00-05:00,222.07,222.1,221.895,222.07,47610
2025-01-03 15:50:00-05:00,222.05,222.282,222.05,222.18,55250
2025-01-03 15:55:00-05:00,222.15,222.78,222.14,222.615,162274
2025-01-03 16:00:00-05:00,222.62,222.97,220.9,222.47,1039759
2025-01-03 16:05:00-05:00,222.65,223.23,222.65,222.65,13951
2025-01-03 16:10:00-05:00,222.65,222.65,222.65,222.65,415139
2025-01-03 16:15:00-05:00,222.65,222.65,222.65,222.65,502
2025-01-03 16:20:00-05:00,222.65,222.65,222.65,222.65,1
2025-01-03 16:25:00-05:00,222.66,222.78,222.66,222.74,26
2025-01-03 16:30:00-05:00,223.0,223.0,222.93,222.93,7
2025-01-03 16:35:00-05:00,222.65,222.98,222.65,222.98,63938
2025-01-03 16:40:00-05:00,222.99,222.99,222.65,222.65,293684
2025-01-03 16:45:00-05:00,222.99,222.99,222.65,222.99,1679
2025-01-03 16:50:00-05:00,222.91,222.91,222.91,222.91,2
2025-01-03 16:55:00-05:00,222.91,222.9884,222.8,222.8,151
2025-01-03 17:00:00-05:00,222.8,222.9,222.65,222.65,262
2025-01-03 17:05:00-05:00,222.66,222.66,222.66,222.66,11
2025-01-03 17:10:00-05:00,222.92,222.99,222.46,222.99,30
2025-01-03 17:15:00-05:00,222.46,222.46,222.46,222.46,25
2025-01-03 17:20:00-05:00,222.99,222.99,222.4612,222.4612,4
2025-01-03 17:25:00-05:00,222.81,222.81,222.81,222.81,15
2025-01-03 17:30:00-05:00,222.88,222.99,222.88,222.88,19
2025-01-03 17:35:00-05:00,222.88,222.99,222.88,222.99,28
2025-01-03 17:45:00-05:00,222.99,222.99,222.98,222.98,7
2025-01-03 17:50:00-05:00,222.87,222.98,222.87,222.98,33
2025-01-03 17:55:00-05:00,222.98,222.98,222.77,222.98,10
2025-01-03 18:05:00-05:00,222.86,222.86,222.86,222.86,10
2025-01-03 18:15:00-05:00,222.98,222.98,222.96,222.96,77
2025-01-03 18:20:00-05:00,222.78,222.98,222.75,222.98,29
2025-01-03 18:25:00-05:00,222.98,222.98,222.98,222.98,1
2025-01-03 18:30:00-05:00,222.65,222.98,222.65,222.98,415149
2025-01-03 18:40:00-05:00,222.76,222.98,222.76,222.98,304
2025-01-03 18:45:00-05:00,222.96,222.97,222.96,222.97,100
2025-01-03 18:50:00-05:00,222.98,222.98,222.9,222.9,2
2025-01-03 18:55:00-05:00,222.98,222.98,222.68,222.68,107
2025-01-03 19:00:00-05:00,222.65,222.65,222.4,222.4,415146
2025-01-03 19:05:00-05:00,222.68,222.68,222.68,222.68,3
2025-01-03 19:10:00-05:00,222.68,222.98,222.68,222.98,121
2025-01-03 19:15:00-05:00,222.71,222.98,222.4562,222.9666,516
2025-01-03 19:20:00-05:00,222.98,222.98,222.72,222.72,15
2025-01-03 19:25:00-05:00,222.9,222.9,222.9,222.9,1
2025-01-03 19:30:00-05:00,222.9,222.9,222.89,222.89,100
2025-01-03 19:35:00-05:00,222.89,222.9,222.89,222.9,28
2025-01-03 19:40:00-05:00,222.9,222.9,222.9,222.9,1
2025-01-03 19:45:00-05:00,222.89,222.89,222.5,222.75,31
2025-01-03 19:50:00-05:00,222.9,222.9,222.8999,222.8999,4
2025-01-03 19:55:00-05:00,222.89,222.9,222.89,222.9,31
